"","Set","Variable.Name","Subscript.1","Subscript.2","Index","Study.Minimum","Study.Maximum","Model.Value","mu","mu.star","sigma","sem","std.errors","metric"
"101",118,"C_to_EtOH.Startup_Subs_Vol_Thresh","Loan_P",NA,NA,0,5,1,0.000000000113345920833627,0.00000000033953108885949,0.000000000917772441689436,0.000000000183554488337887,0.617505580277502,"EEEtOHbeta"
"102",104,"C_to_EtOH.Background_Subs","Loan_P",NA,NA,0,1,0.699999988079071,0.00000000000530998512573925,0.0000000000238364086991046,0.00000000004334842161709,0.000000000008669684323418,0.612477332236453,"EEEtOHbeta"
"103",103,"C_to_EtOH.Background_Subs","Loan_C",NA,NA,0,1,0.699999988079071,0.00000000011210581902551,0.000000000343435611551456,0.000000000917876058378439,0.000000000183575211675688,0.610680592451456,"EEEtOHbeta"
"104",28,"C_to_EtOH.Policy_Start","FeedstockC","TC",NA,2011,2015,NA,0.000000000104178524213766,0.000000000332873782972961,0.000000000918151356093794,0.000000000183630271218759,0.567327617186048,"EEEtOHbeta"
"105",67,"C_to_RR.Policy_Dur","Loan_P","MTG",NA,0,20,NA,0.0000000000968332970245004,0.000000000339760914345075,0.000000000919456714949599,0.00000000018389134298992,0.526578877776799,"EEEtOHbeta"
"106",132,"C_to_RR.Startup_Subs","Loan_P",NA,NA,0,1,0.699999988079071,0.0000000000964931688438654,0.000000000331096938579065,0.000000000918942878806823,0.000000000183788575761365,0.525022670446908,"EEEtOHbeta"
"107",127,"C_to_RR.Startup_Subs","FCI_C",NA,NA,0,1,0,-0.00000000000489259831576842,0.0000000000301150569762623,0.0000000000471790447957999,0.00000000000943580895915998,0.518513922541728,"EEEtOHbeta"
"108",74,"C_to_EtOH.Policy_Start","Price","BC",NA,2011,2015,NA,-0.00000000000718443799858679,0.0000000000362111623879954,0.0000000000696564192760432,0.0000000000139312838552086,0.515705377426551,"EEEtOHbeta"
"109",101,"C_to_EtOH.Background_Subs","FeedstockC",NA,NA,0,1,0,0.00000000000428141504175924,0.0000000000233369410206158,0.0000000000423417309485689,0.00000000000846834618971378,0.505578650877516,"EEEtOHbeta"
"110",69,"C_to_EtOH.Policy_Start","Loan_P","TC",NA,2011,2015,NA,0.0000000000923784613515345,0.0000000003369048388602,0.000000000919714797113025,0.000000000183942959422605,0.502212542635551,"EEEtOHbeta"
"111",38,"C_to_RR.Policy_Start","FeedstockP","FT",NA,2011,2015,NA,0.00000000000305159946345669,0.0000000000164269047446087,0.0000000000317529386502147,0.00000000000635058773004294,0.480522369452576,"EEEtOHbeta"
"112",120,"C_to_RR.Background_Subs","FCI_C",NA,NA,0,1,0,0.0000000000045938028468038,0.0000000000291939569800299,0.0000000000517269202259171,0.0000000000103453840451834,0.444043722953192,"EEEtOHbeta"
"113",61,"C_to_RR.Policy_Dur","Loan_P","F",NA,0,20,NA,0.00000000000243752039380333,0.0000000000183617081855179,0.0000000000335558209227861,0.00000000000671116418455722,0.363203808873013,"EEEtOHbeta"
