"","Set","Variable.Name","Subscript.1","Subscript.2","Index","Study.Minimum","Study.Maximum","Model.Value","mu","mu.star","sigma","sem","std.errors","metric"
"13",135,"C_to_RR.Startup_Subs_Vol_Thresh","FCI_P",NA,NA,0,5,1,-0.0193324,0.0193324,0.096662,0.0193324,1,"EE2051RRMax"
"14",126,"C_to_RR.Background_Subs","Price",NA,NA,0,5,0.150000005960464,-0.112514000000001,0.165714,0.575936935479921,0.115187387095984,0.976790973704822,"EE2051RRMax"
"15",10,"C_to_RR.Policy_Start","FCI_P","FT",NA,2011,2015,NA,-0.00822640000000005,0.0116263999999999,0.0507024794659984,0.0101404958931997,0.811242377753612,"EE2051RRMax"
"16",73,"C_to_EtOH.Policy_Dur","Price","BC",NA,0,20,NA,2.0487668,9.0134788,12.8644041237785,2.5728808247557,0.796292925924594,"EE2051RRMax"
"17",77,"C_to_RR.Policy_Dur","Price","FP",NA,0,20,NA,0.0306886000000007,0.1026966,0.19307180021044,0.0386143600420879,0.794745788006107,"EE2051RRMax"
"18",119,"C_to_EtOH.Startup_Subs_Vol_Thresh","Price",NA,NA,0,5,1,-0.9467412,2.9744828,6.52513469187311,1.30502693837462,0.725457208706467,"EE2051RRMax"
"19",80,"C_to_RR.Policy_Start","Price","FT",NA,2011,2015,NA,-0.2410458,0.4497142,1.78551831875443,0.357103663750887,0.675002315764959,"EE2051RRMax"
"20",71,"C_to_RR.Policy_Dur","Price","APR",NA,0,20,NA,-0.0108042000000001,0.0345002000000008,0.0936709470220093,0.0187341894044019,0.576710300444677,"EE2051RRMax"
"21",128,"C_to_RR.Startup_Subs","FCI_P",NA,NA,0,1,0.600000023841858,-0.2488166,0.6305766,2.22251901881941,0.444503803763882,0.559762588965763,"EE2051RRMax"
"22",72,"C_to_RR.Policy_Start","Price","APR",NA,2011,2015,NA,-0.00886400000000033,0.0283040000000005,0.0974281279114677,0.0194856255822935,0.454899431509912,"EE2051RRMax"
"23",74,"C_to_EtOH.Policy_Start","Price","BC",NA,2011,2015,NA,0.4713974,4.8182194,8.85986206251155,1.77197241250231,0.26602976246922,"EE2051RRMax"
"24",78,"C_to_RR.Policy_Start","Price","FP",NA,2011,2015,NA,0.00621179999999992,0.0592285999999989,0.181464761684143,0.0362929523368285,0.171157197197662,"EE2051RRMax"
"25",99,"C_to_EtOH.Background_Subs","FCI_C",NA,NA,0,1,0.6,0,0,0,0,NA,"EE2051RRMax"
"26",100,"C_to_EtOH.Background_Subs","FCI_P",NA,NA,0,1,0.600000023841858,0,0,0,0,NA,"EE2051RRMax"
"27",101,"C_to_EtOH.Background_Subs","FeedstockC",NA,NA,0,1,0,0,0,0,0,NA,"EE2051RRMax"
"28",102,"C_to_EtOH.Background_Subs","FeedstockP",NA,NA,0,1,0,0,0,0,0,NA,"EE2051RRMax"
"29",103,"C_to_EtOH.Background_Subs","Loan_C",NA,NA,0,1,0.699999988079071,0,0,0,0,NA,"EE2051RRMax"
"30",104,"C_to_EtOH.Background_Subs","Loan_P",NA,NA,0,1,0.699999988079071,0,0,0,0,NA,"EE2051RRMax"
"31",3,"C_to_EtOH.Policy_Dur","FCI_P","BC",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"32",13,"C_to_EtOH.Policy_Dur","FCI_P","TC",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"33",17,"C_to_EtOH.Policy_Dur","FeedstockC","BC",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"34",27,"C_to_EtOH.Policy_Dur","FeedstockC","TC",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"35",31,"C_to_EtOH.Policy_Dur","FeedstockP","BC",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"36",41,"C_to_EtOH.Policy_Dur","FeedstockP","TC",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"37",45,"C_to_EtOH.Policy_Dur","Loan_C","BC",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"38",55,"C_to_EtOH.Policy_Dur","Loan_C","TC",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"39",59,"C_to_EtOH.Policy_Dur","Loan_P","BC",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"40",70,"C_to_EtOH.Policy_Dur","Loan_P","TC",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"41",85,"C_to_EtOH.Policy_Dur","FCI_C","TC",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"42",87,"C_to_EtOH.Policy_Dur","FCI_C","BC",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"43",4,"C_to_EtOH.Policy_Start","FCI_P","BC",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"44",14,"C_to_EtOH.Policy_Start","FCI_P","TC",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"45",18,"C_to_EtOH.Policy_Start","FeedstockC","BC",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"46",28,"C_to_EtOH.Policy_Start","FeedstockC","TC",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"47",32,"C_to_EtOH.Policy_Start","FeedstockP","BC",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"48",42,"C_to_EtOH.Policy_Start","FeedstockP","TC",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"49",46,"C_to_EtOH.Policy_Start","Loan_C","BC",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"50",56,"C_to_EtOH.Policy_Start","Loan_C","TC",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"51",60,"C_to_EtOH.Policy_Start","Loan_P","BC",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"52",69,"C_to_EtOH.Policy_Start","Loan_P","TC",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"53",86,"C_to_EtOH.Policy_Start","FCI_C","TC",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"54",88,"C_to_EtOH.Policy_Start","FCI_C","BC",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"55",106,"C_to_EtOH.Startup_Subs","FCI_C",NA,NA,0,1,0,0,0,0,0,NA,"EE2051RRMax"
"56",107,"C_to_EtOH.Startup_Subs","FCI_P",NA,NA,0,1,0.600000023841858,0,0,0,0,NA,"EE2051RRMax"
"57",108,"C_to_EtOH.Startup_Subs","FeedstockC",NA,NA,0,1,0,0,0,0,0,NA,"EE2051RRMax"
"58",109,"C_to_EtOH.Startup_Subs","FeedstockP",NA,NA,0,1,0,0,0,0,0,NA,"EE2051RRMax"
"59",110,"C_to_EtOH.Startup_Subs","Loan_C",NA,NA,0,1,0.699999988079071,0,0,0,0,NA,"EE2051RRMax"
"60",111,"C_to_EtOH.Startup_Subs","Loan_P",NA,NA,0,1,0.699999988079071,0,0,0,0,NA,"EE2051RRMax"
"61",113,"C_to_EtOH.Startup_Subs_Vol_Thresh","FCI_C",NA,NA,0,5,1,0,0,0,0,NA,"EE2051RRMax"
"62",114,"C_to_EtOH.Startup_Subs_Vol_Thresh","FCI_P",NA,NA,0,5,1,0,0,0,0,NA,"EE2051RRMax"
"63",115,"C_to_EtOH.Startup_Subs_Vol_Thresh","FeedstockC",NA,NA,0,5,1,0,0,0,0,NA,"EE2051RRMax"
"64",116,"C_to_EtOH.Startup_Subs_Vol_Thresh","FeedstockP",NA,NA,0,5,1,0,0,0,0,NA,"EE2051RRMax"
"65",117,"C_to_EtOH.Startup_Subs_Vol_Thresh","Loan_C",NA,NA,0,5,1,0,0,0,0,NA,"EE2051RRMax"
"66",118,"C_to_EtOH.Startup_Subs_Vol_Thresh","Loan_P",NA,NA,0,5,1,0,0,0,0,NA,"EE2051RRMax"
"67",121,"C_to_RR.Background_Subs","FCI_P",NA,NA,0,1,0.600000023841858,0,0,0,0,NA,"EE2051RRMax"
"68",122,"C_to_RR.Background_Subs","FeedstockC",NA,NA,0,1,0,0,0,0,0,NA,"EE2051RRMax"
"69",123,"C_to_RR.Background_Subs","FeedstockP",NA,NA,0,1,0,0,0,0,0,NA,"EE2051RRMax"
"70",124,"C_to_RR.Background_Subs","Loan_C",NA,NA,0,1,0.699999988079071,0,0,0,0,NA,"EE2051RRMax"
"71",125,"C_to_RR.Background_Subs","Loan_P",NA,NA,0,1,0.699999988079071,0,0,0,0,NA,"EE2051RRMax"
"72",1,"C_to_RR.Policy_Dur","FCI_P","APR",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"73",5,"C_to_RR.Policy_Dur","FCI_P","F",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"74",7,"C_to_RR.Policy_Dur","FCI_P","FP",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"75",9,"C_to_RR.Policy_Dur","FCI_P","FT",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"76",11,"C_to_RR.Policy_Dur","FCI_P","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"77",15,"C_to_RR.Policy_Dur","FeedstockC","APR",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"78",19,"C_to_RR.Policy_Dur","FeedstockC","F",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"79",21,"C_to_RR.Policy_Dur","FeedstockC","FP",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"80",23,"C_to_RR.Policy_Dur","FeedstockC","FT",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"81",25,"C_to_RR.Policy_Dur","FeedstockC","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"82",29,"C_to_RR.Policy_Dur","FeedstockP","APR",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"83",33,"C_to_RR.Policy_Dur","FeedstockP","F",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"84",35,"C_to_RR.Policy_Dur","FeedstockP","FP",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"85",37,"C_to_RR.Policy_Dur","FeedstockP","FT",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"86",39,"C_to_RR.Policy_Dur","FeedstockP","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"87",43,"C_to_RR.Policy_Dur","Loan_C","APR",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"88",47,"C_to_RR.Policy_Dur","Loan_C","F",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"89",49,"C_to_RR.Policy_Dur","Loan_C","FP",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"90",51,"C_to_RR.Policy_Dur","Loan_C","FT",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"91",53,"C_to_RR.Policy_Dur","Loan_C","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"92",57,"C_to_RR.Policy_Dur","Loan_P","APR",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"93",61,"C_to_RR.Policy_Dur","Loan_P","F",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"94",63,"C_to_RR.Policy_Dur","Loan_P","FP",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"95",65,"C_to_RR.Policy_Dur","Loan_P","FT",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"96",67,"C_to_RR.Policy_Dur","Loan_P","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"97",75,"C_to_RR.Policy_Dur","Price","F",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"98",81,"C_to_RR.Policy_Dur","Price","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"99",91,"C_to_RR.Policy_Dur","FCI_C","F",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"100",93,"C_to_RR.Policy_Dur","FCI_C","APR",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"101",95,"C_to_RR.Policy_Dur","FCI_C","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"102",97,"C_to_RR.Policy_Dur","FCI_C","FP",NA,0,20,NA,0,0,0,0,NA,"EE2051RRMax"
"103",2,"C_to_RR.Policy_Start","FCI_P","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"104",6,"C_to_RR.Policy_Start","FCI_P","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"105",8,"C_to_RR.Policy_Start","FCI_P","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"106",12,"C_to_RR.Policy_Start","FCI_P","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"107",16,"C_to_RR.Policy_Start","FeedstockC","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"108",20,"C_to_RR.Policy_Start","FeedstockC","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"109",22,"C_to_RR.Policy_Start","FeedstockC","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"110",24,"C_to_RR.Policy_Start","FeedstockC","FT",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"111",26,"C_to_RR.Policy_Start","FeedstockC","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"112",30,"C_to_RR.Policy_Start","FeedstockP","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"113",34,"C_to_RR.Policy_Start","FeedstockP","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"114",36,"C_to_RR.Policy_Start","FeedstockP","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"115",38,"C_to_RR.Policy_Start","FeedstockP","FT",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"116",40,"C_to_RR.Policy_Start","FeedstockP","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"117",44,"C_to_RR.Policy_Start","Loan_C","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"118",48,"C_to_RR.Policy_Start","Loan_C","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"119",50,"C_to_RR.Policy_Start","Loan_C","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"120",52,"C_to_RR.Policy_Start","Loan_C","FT",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"121",54,"C_to_RR.Policy_Start","Loan_C","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"122",58,"C_to_RR.Policy_Start","Loan_P","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"123",62,"C_to_RR.Policy_Start","Loan_P","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"124",64,"C_to_RR.Policy_Start","Loan_P","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"125",66,"C_to_RR.Policy_Start","Loan_P","FT",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"126",68,"C_to_RR.Policy_Start","Loan_P","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"127",76,"C_to_RR.Policy_Start","Price","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"128",82,"C_to_RR.Policy_Start","Price","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"129",92,"C_to_RR.Policy_Start","FCI_C","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"130",94,"C_to_RR.Policy_Start","FCI_C","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"131",96,"C_to_RR.Policy_Start","FCI_C","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"132",98,"C_to_RR.Policy_Start","FCI_C","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2051RRMax"
"133",129,"C_to_RR.Startup_Subs","FeedstockC",NA,NA,0,1,0,0,0,0,0,NA,"EE2051RRMax"
"134",130,"C_to_RR.Startup_Subs","FeedstockP",NA,NA,0,1,0,0,0,0,0,NA,"EE2051RRMax"
"135",131,"C_to_RR.Startup_Subs","Loan_C",NA,NA,0,1,0.699999988079071,0,0,0,0,NA,"EE2051RRMax"
"136",132,"C_to_RR.Startup_Subs","Loan_P",NA,NA,0,1,0.699999988079071,0,0,0,0,NA,"EE2051RRMax"
"137",136,"C_to_RR.Startup_Subs_Vol_Thresh","FeedstockC",NA,NA,0,5,1,0,0,0,0,NA,"EE2051RRMax"
"138",137,"C_to_RR.Startup_Subs_Vol_Thresh","FeedstockP",NA,NA,0,5,1,0,0,0,0,NA,"EE2051RRMax"
"139",138,"C_to_RR.Startup_Subs_Vol_Thresh","Loan_C",NA,NA,0,5,1,0,0,0,0,NA,"EE2051RRMax"
"140",139,"C_to_RR.Startup_Subs_Vol_Thresh","Loan_P",NA,NA,0,5,1,0,0,0,0,NA,"EE2051RRMax"
