"","Set","Variable.Name","Subscript.1","Subscript.2","Index","Study.Minimum","Study.Maximum","Model.Value","mu","mu.star","sigma","sem","std.errors","metric"
"66",120,"C_to_RR.Background_Subs","FCI_C",NA,NA,0,1,0,0,0,0,0,NA,"EE2051TotalMax"
"67",121,"C_to_RR.Background_Subs","FCI_P",NA,NA,0,1,0.600000023841858,0,0,0,0,NA,"EE2051TotalMax"
"68",122,"C_to_RR.Background_Subs","FeedstockC",NA,NA,0,1,0,0,0,0,0,NA,"EE2051TotalMax"
"69",123,"C_to_RR.Background_Subs","FeedstockP",NA,NA,0,1,0,0,0,0,0,NA,"EE2051TotalMax"
"70",124,"C_to_RR.Background_Subs","Loan_C",NA,NA,0,1,0.699999988079071,0,0,0,0,NA,"EE2051TotalMax"
"71",125,"C_to_RR.Background_Subs","Loan_P",NA,NA,0,1,0.699999988079071,0,0,0,0,NA,"EE2051TotalMax"
"72",1,"C_to_RR.Policy_Dur","FCI_P","APR",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"73",5,"C_to_RR.Policy_Dur","FCI_P","F",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"74",7,"C_to_RR.Policy_Dur","FCI_P","FP",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"75",9,"C_to_RR.Policy_Dur","FCI_P","FT",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"76",11,"C_to_RR.Policy_Dur","FCI_P","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"77",15,"C_to_RR.Policy_Dur","FeedstockC","APR",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"78",19,"C_to_RR.Policy_Dur","FeedstockC","F",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"79",21,"C_to_RR.Policy_Dur","FeedstockC","FP",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"80",23,"C_to_RR.Policy_Dur","FeedstockC","FT",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"81",25,"C_to_RR.Policy_Dur","FeedstockC","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"82",29,"C_to_RR.Policy_Dur","FeedstockP","APR",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"83",33,"C_to_RR.Policy_Dur","FeedstockP","F",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"84",35,"C_to_RR.Policy_Dur","FeedstockP","FP",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"85",37,"C_to_RR.Policy_Dur","FeedstockP","FT",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"86",39,"C_to_RR.Policy_Dur","FeedstockP","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"87",43,"C_to_RR.Policy_Dur","Loan_C","APR",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"88",47,"C_to_RR.Policy_Dur","Loan_C","F",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"89",49,"C_to_RR.Policy_Dur","Loan_C","FP",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"90",51,"C_to_RR.Policy_Dur","Loan_C","FT",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"91",53,"C_to_RR.Policy_Dur","Loan_C","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"92",57,"C_to_RR.Policy_Dur","Loan_P","APR",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"93",61,"C_to_RR.Policy_Dur","Loan_P","F",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"94",63,"C_to_RR.Policy_Dur","Loan_P","FP",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"95",65,"C_to_RR.Policy_Dur","Loan_P","FT",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"96",67,"C_to_RR.Policy_Dur","Loan_P","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"97",75,"C_to_RR.Policy_Dur","Price","F",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"98",81,"C_to_RR.Policy_Dur","Price","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"99",91,"C_to_RR.Policy_Dur","FCI_C","F",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"100",93,"C_to_RR.Policy_Dur","FCI_C","APR",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"101",95,"C_to_RR.Policy_Dur","FCI_C","MTG",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"102",97,"C_to_RR.Policy_Dur","FCI_C","FP",NA,0,20,NA,0,0,0,0,NA,"EE2051TotalMax"
"103",2,"C_to_RR.Policy_Start","FCI_P","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"104",6,"C_to_RR.Policy_Start","FCI_P","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"105",8,"C_to_RR.Policy_Start","FCI_P","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"106",12,"C_to_RR.Policy_Start","FCI_P","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"107",16,"C_to_RR.Policy_Start","FeedstockC","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"108",20,"C_to_RR.Policy_Start","FeedstockC","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"109",22,"C_to_RR.Policy_Start","FeedstockC","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"110",24,"C_to_RR.Policy_Start","FeedstockC","FT",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"111",26,"C_to_RR.Policy_Start","FeedstockC","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"112",30,"C_to_RR.Policy_Start","FeedstockP","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"113",34,"C_to_RR.Policy_Start","FeedstockP","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"114",36,"C_to_RR.Policy_Start","FeedstockP","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"115",38,"C_to_RR.Policy_Start","FeedstockP","FT",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"116",40,"C_to_RR.Policy_Start","FeedstockP","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"117",44,"C_to_RR.Policy_Start","Loan_C","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"118",48,"C_to_RR.Policy_Start","Loan_C","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"119",50,"C_to_RR.Policy_Start","Loan_C","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"120",52,"C_to_RR.Policy_Start","Loan_C","FT",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"121",54,"C_to_RR.Policy_Start","Loan_C","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"122",58,"C_to_RR.Policy_Start","Loan_P","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"123",62,"C_to_RR.Policy_Start","Loan_P","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"124",64,"C_to_RR.Policy_Start","Loan_P","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"125",66,"C_to_RR.Policy_Start","Loan_P","FT",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"126",68,"C_to_RR.Policy_Start","Loan_P","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"127",76,"C_to_RR.Policy_Start","Price","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"128",82,"C_to_RR.Policy_Start","Price","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"129",92,"C_to_RR.Policy_Start","FCI_C","F",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"130",94,"C_to_RR.Policy_Start","FCI_C","APR",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"131",96,"C_to_RR.Policy_Start","FCI_C","MTG",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"132",98,"C_to_RR.Policy_Start","FCI_C","FP",NA,2011,2015,NA,0,0,0,0,NA,"EE2051TotalMax"
"133",129,"C_to_RR.Startup_Subs","FeedstockC",NA,NA,0,1,0,0,0,0,0,NA,"EE2051TotalMax"
"134",130,"C_to_RR.Startup_Subs","FeedstockP",NA,NA,0,1,0,0,0,0,0,NA,"EE2051TotalMax"
"135",131,"C_to_RR.Startup_Subs","Loan_C",NA,NA,0,1,0.699999988079071,0,0,0,0,NA,"EE2051TotalMax"
"136",132,"C_to_RR.Startup_Subs","Loan_P",NA,NA,0,1,0.699999988079071,0,0,0,0,NA,"EE2051TotalMax"
"137",136,"C_to_RR.Startup_Subs_Vol_Thresh","FeedstockC",NA,NA,0,5,1,0,0,0,0,NA,"EE2051TotalMax"
"138",137,"C_to_RR.Startup_Subs_Vol_Thresh","FeedstockP",NA,NA,0,5,1,0,0,0,0,NA,"EE2051TotalMax"
"139",138,"C_to_RR.Startup_Subs_Vol_Thresh","Loan_C",NA,NA,0,5,1,0,0,0,0,NA,"EE2051TotalMax"
"140",139,"C_to_RR.Startup_Subs_Vol_Thresh","Loan_P",NA,NA,0,5,1,0,0,0,0,NA,"EE2051TotalMax"
